ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.09866741031412465,0.4568915406341198,0.42349908927633245,0.9565117981367242,0.1269269402648518,0.07238868672400887,0.16052459247982773,-1.1901414900330283,-0.07852622198273052
