ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y,output
0.056106750392464676,0.46287113278439523,0.5151437119120387,0.967889430058035,0.09544538061983415,-0.11355693550959055,0.420490273753322,0.18190642364389387,-0.4826515599445189,1
0.05716186046117543,0.4535518357380974,0.5149376727521917,0.9763822402681956,0.14651811794855088,-0.270011108041512,0.5677458584297163,0.5518918574576945,-0.4245012509509385,1
0.04260924938310913,0.4520054724673355,0.4891600248441113,0.9779444360860461,0.11630635524171645,0.007197344555720503,0.5988094264748839,0.31924163912582326,-0.3650144596146019,1
0.053548387096774196,0.4643078517544122,0.4910808916137924,0.9811250032352989,0.1540291689467298,0.41902627708516266,0.3177625532792359,0.3843492309764178,-0.6748201308534276,1
0.050387678786470325,0.4443996022471768,0.4968736420811892,0.9836044678934364,0.1554272457119024,-0.041755228795865254,0.5671334676475474,0.37868399481561976,-0.09802127885150291,1
0.05482917427282078,0.43866873312331844,0.5495755647650326,0.9708572474742463,0.12354881817422535,-0.5686334698023158,0.6680707620867746,0.7523923117778128,-0.4101921455518682,1
0.04922483007864638,0.4136741542381456,0.5549298675103705,0.9755303310983314,0.08629105412449065,-0.3508408566312254,0.6174078453133766,0.6603696446792027,-0.1788187616806689,1
0.053351160696219355,0.40924885707648484,0.4961569248224658,0.9796611262907551,0.1354465697680275,0.15507182323813232,0.6310629247499426,0.5025092661565171,-0.30987590917062,1
0.04897854203409759,0.41786384096024004,0.5159946468098506,0.9787403199187563,0.12433077769694256,-0.35300853502079343,0.7950830442192728,0.8030122869648473,0.026595207418751876,1
0.04723604826546003,0.416160836183587,0.48901948262341577,0.9808805998580032,0.12210027681391088,0.04907279585177137,0.6529686001874374,0.3772117437013667,-0.03030714538945478,1
0.06481038333561238,0.5008320693391116,0.5316762331519613,0.971565440476352,0.1358403592156488,-0.23872430708513243,0.020600258309180802,0.5017149881267082,-0.5801377902406699,1
0.053600764918075534,0.46318538213890176,0.5452919576976983,0.9534093082997989,0.14007291560189444,-0.5834188919662553,0.5068402251901198,0.7084804920743286,-0.1495632316797213,1
0.06398743037559944,0.49224429921539564,0.42607428915666934,0.9585295512442336,0.13412939982829938,0.5634784204306342,0.3307769725697339,0.2679629588620238,-0.9092398234929875,0
0.05142673639783466,0.4713370998116761,0.4382887388943604,0.9635313214577865,0.13300586127524264,0.5592535384731563,0.4906792081977405,0.10926551365954884,0.5603348475358749,0
0.04699431681741775,0.5104672501799441,0.4448729782972452,0.96418347227164,0.092820666866927,0.6063800392754172,-0.2186296163803915,0.40838969069330133,-0.7716777508440313,0
0.046680848525815624,0.42960314525271753,0.4612204134268556,0.9858341299608515,0.11633985308872896,0.43709858491922843,0.38488187341431374,0.03349165832410694,-0.434109302612149,0
0.046816213233449824,0.5417631660150488,0.4874788900641369,0.9703282496225234,0.13333412705971998,-0.053900720838870535,0.15581732377801435,0.2218426260221129,0.4752344482953399,0
0.04326973023513523,0.44114242712010177,0.49805212108045077,0.9846010013954999,0.11453740455216287,-0.3116925251077372,0.6390368583097341,0.42573588457440614,-0.08774805074323311,0
0.0547988529982289,0.45665938687144025,0.41900030642831304,0.9819250739872633,0.14217257639245975,0.7597456178957831,0.012267752247815046,0.361598452497502,-0.8288563599579244,0
0.042255248539066446,0.47892127645000254,0.4568300519818732,0.9739583167389629,0.12264427506491331,0.4598873526469376,0.49441985543495237,-0.13138505983773996,0.6911890630852371,0
0.03970224258427558,0.43692656437760774,0.5383021280326689,0.9811975031077559,0.0889936258473576,-0.694453545946513,0.5598553969245467,0.30192011071233127,-0.3941793537657867,0
0.05726280089337414,0.5593188807842975,0.4234612218767148,0.9344282395260828,0.13109864356224699,0.345786638655915,-0.09414781161153465,0.3331837737765402,-0.292388237998102,0
0.04818604574801243,0.47339712461589895,0.47564916627948994,0.9762258847487657,0.1705106605472608,0.219357671501588,0.3892043360588185,0.1495748403295596,0.09562653324550618,0
0.03794838145231846,0.5046218646300337,0.4881714991472093,0.9743593730527271,0.09039619509798813,-0.2559265907467588,0.14001604327115624,0.2905808236964673,-0.4524850533222202,0
